cluster_id_1,cluster_id_2,distance_miles
34,48,126.3568027177664
34,38,191.36843087065108
34,41,130.5030946166896
34,95,244.43931918225258
34,43,108.94117468639887
34,50,248.19438549507439
34,87,80.08627854453978
34,49,104.02366601317298
34,93,131.9242451999151
34,35,181.82736263516023
34,68,171.28644873577798
34,76,186.9271960634785
34,86,176.3945706954405
34,58,87.16121053643052
34,81,220.4391037151278
34,88,240.77102910363197
34,97,151.21963750788666
34,55,156.88333670804147
34,39,148.5812245169994
34,80,229.15529967255202
34,83,217.61512713323222
34,51,79.33988559461558
34,61,25.880619043681573
34,69,168.58282993432962
34,37,121.33011880737757
34,66,199.37481492968527
34,98,207.36501637154706
34,44,41.47996253612882
34,73,199.56631197011336
34,63,219.6269085419073
34,75,52.988762353503574
34,45,220.2027323495751
34,70,32.486411635555115
34,36,95.69657572194784
34,72,254.56912520724904
34,65,79.40962770663377
34,47,201.27742996346177
34,74,113.8214352266211
34,67,50.65535531754787
34,96,95.32525578411556
34,89,91.78007134266574
62,92,199.19347829287392
62,79,25.1015597346673
62,77,240.77227028265187
62,91,175.07009666374728
62,90,226.86763200101132
62,85,236.42395181132966
62,99,190.84155203889608
62,71,225.8670596965229
62,94,16.050322401812405
62,78,96.61512984407763
62,84,52.596776429211936
62,82,215.46254921452007
62,64,171.5734589662435
62,95,100.54910108532908
62,87,142.96490283914915
62,93,96.15769827327114
62,68,58.288347841828966
62,76,60.40859849887318
62,86,110.1618287421589
62,81,47.58605590609226
62,88,38.66696522120986
62,97,145.905188430184
62,80,19.29634341194734
62,83,41.49849759799227
62,69,65.80476724133212
62,66,78.86051368398567
62,98,84.71809459975042
62,73,93.79633247637068
62,63,59.77286631622395
62,75,183.20771937744155
62,70,193.04693936040962
62,72,54.041058366602215
62,65,149.34066476851564
62,74,157.43183318505945
62,67,179.6181761430007
62,96,133.1574641908512
62,89,138.05824831447887
42,92,53.72016069077225
42,60,109.48714415380093
42,56,59.94795383731012
42,79,177.26418092698606
42,77,76.72610015279855
42,91,16.406762497707643
42,54,58.204351326640726
42,59,136.11278339266303
42,62,167.68049179413086
42,90,73.12797187607643
42,46,155.927253891412
42,85,69.03004827967007
42,53,108.02472534779396
42,99,94.81152620557873
42,57,113.79474144490794
42,71,119.41772644537389
42,94,183.72490168281612
42,78,121.10412957239872
42,52,98.53376580879547
42,84,209.1432260368164
42,82,87.68873702792418
42,64,44.44823783347898
42,48,95.51572693536707
42,95,198.66060261710177
42,43,55.26768809880813
42,50,195.5976056286122
42,87,26.092725141481708
42,49,75.8335627503551
42,93,76.2876030407359
42,68,115.47442113912284
42,76,131.67933757229122
42,86,126.60966669784324
42,58,65.2561373057229
42,81,164.96737434656535
42,88,184.97720088401718
42,97,109.31591985952318
42,55,105.05788701456696
